source_index,hemisphere,vertex,x_m,y_m,z_m,label,beta_pmbr_db
4156,right,117370,0.034452876452000854,0.0414511638058503,0.056505692305759914,parsopercularis-rh,0.37633537790478055
4157,right,117394,0.05457125731045411,0.0408701244382953,0.05561541123695433,parsopercularis-rh,0.5361633983571262
4158,right,117416,0.03731653996444746,0.04008629022201521,0.05380393353105558,parsopercularis-rh,0.3454937250448794
4159,right,117433,-0.0009109552756926771,0.03835347987811788,0.05352237657655509,unknown,0.38794786893103206
4160,right,117465,0.04069276163079671,0.03898893455927602,0.050452187498594765,parsopercularis-rh,0.3455377772826138
4161,right,117474,0.04379107412681569,0.03783794271505353,0.050082255763714674,parsopercularis-rh,0.33641225934767266
4162,right,117572,0.0029016543491367174,0.03253843705102136,0.04083461072962714,medialorbitofrontal-rh,0.3354652219637
4163,right,117633,0.01994189582272494,0.03317814534502114,0.037454396184222645,insula-rh,0.3836803618917134
4164,right,117635,0.017174960735799258,0.031027149519091995,0.03747403304658094,insula-rh,0.2146412479767899
4165,right,117648,0.024930508858664584,0.030063974686109652,0.037338685076931194,insula-rh,0.3371210681634103
4166,right,117696,0.034607930762205405,0.029193108785655272,0.032734558764857515,insula-rh,0.41474044584296166
4167,right,117801,0.03796726626967236,0.024533292923692086,0.02384759358619806,middletemporal-rh,0.40779281529603223
4168,right,117872,0.042988281815266295,0.023717050734569096,0.020528350541463614,middletemporal-rh,0.377581612022295
4169,right,117925,0.028939377974415387,0.021188235554336663,0.016613767976121546,fusiform-rh,0.2829876180743534
4170,right,118086,0.01999305476870905,0.05825268909415461,0.0911616963154671,superiorfrontal-rh,0.937401191561127
4171,right,118132,0.023622500040782354,0.05634056358454351,0.08683348568942696,superiorfrontal-rh,0.9777751289382429
4172,right,118136,0.007868729841742186,0.05575628424284569,0.08705938397137788,superiorfrontal-rh,0.3023693956953801
4173,right,118183,0.03780112183608492,0.05366934160105641,0.0817853752178951,rostralmiddlefrontal-rh,1.2078081741692739
4174,right,118220,0.006934833729196996,0.051710227154477914,0.07943641515545675,caudalanteriorcingulate-rh,0.30892732796464
4175,right,118277,0.030785341634756252,0.051252009549713706,0.07725876444828224,rostralmiddlefrontal-rh,0.8655840991651252
4176,right,118312,0.035435811856081266,0.050150903428458016,0.07385974233017539,caudalmiddlefrontal-rh,0.7738545768124317
4177,right,118423,0.048739286216196956,0.04560795856923695,0.06479420242464867,parsopercularis-rh,0.5648406369280776
4178,right,118473,0.04909629718967212,0.04282575505028424,0.05818878787851126,parsopercularis-rh,0.49096324264450725
4179,right,118614,0.0023633582071824473,0.03393912232027478,0.044408745350576866,unknown,0.4000797308486819
4180,right,118619,0.051466413250784195,0.034709403352627975,0.04281369882834856,superiortemporal-rh,0.27646876005803156
4181,right,118684,0.043957233265724975,0.03247556466217806,0.03793317130136972,superiortemporal-rh,0.34003049734830804
4182,right,118738,0.029400664790070283,0.031199779719497587,0.03498121487347427,insula-rh,0.38862881138497274
4183,right,118784,0.0028229641084047707,0.029954824448891377,0.03254554997494666,unknown,0.5120621102754767
4184,right,118812,0.05125747346927255,0.029798178024451207,0.030428297331846495,middletemporal-rh,0.3458740676581212
4185,right,118837,0.05180488713952924,0.02846276010467914,0.02766249100781371,middletemporal-rh,0.3653033984260096
4186,right,118876,0.02328051288966695,0.026697919992130066,0.02481451099552946,unknown,0.3270198726986404
4187,right,118918,0.021558395649037145,0.024954554077093828,0.024030843538173155,unknown,0.3055494370868207
4188,right,118946,0.044528827253473485,0.02554005328418977,0.022120331407130756,middletemporal-rh,0.4071353848226163
4189,right,119156,0.014926207237578428,0.06064834020558711,0.09356648283989652,superiorfrontal-rh,0.857970386133848
4190,right,119383,0.02693430974203758,0.05219633206506899,0.07642233411957058,rostralmiddlefrontal-rh,0.7151864406018753
4191,right,119388,0.011630065017512787,0.05152943525069581,0.07568327144270931,superiorfrontal-rh,0.301624597589252
4192,right,119428,0.006506836496515168,0.05106083809158181,0.07318469548734359,caudalanteriorcingulate-rh,0.34220603264303695
4193,right,119490,0.00678513584479809,0.04820564989818543,0.06907141017473345,caudalanteriorcingulate-rh,0.37341095052925516
4194,right,119527,-0.0016474459937102193,0.04557776365989952,0.06408656606533705,unknown,0.398863439364282
4195,right,119577,0.02756945143199533,0.04491528588284541,0.05900617554535101,insula-rh,0.4541313365550536
4196,right,119594,0.031499952507637465,0.04386664613305814,0.0581725080050505,parsopercularis-rh,0.4101199915189056
4197,right,119615,-0.001644175263270856,0.04208471422638149,0.05664842758148024,unknown,0.40110099942389216
4198,right,119619,0.041699141296947066,0.04244369575122828,0.055228806219145166,parsopercularis-rh,0.38548178214519835
4199,right,119784,0.03310971370854995,0.034373465429915845,0.03928403003884251,insula-rh,0.4212093422337054
4200,right,119800,0.020934072502036927,0.03397001268039006,0.037382069819989164,insula-rh,0.4098608430365584
4201,right,119845,0.03290402641850789,0.03274630203298777,0.036063849291622124,insula-rh,0.41044101902902025
4202,right,119871,0.04298891838766004,0.03196261256060087,0.03359683138459548,superiortemporal-rh,0.40242624202957744
4203,right,119886,0.03332517339843647,0.03133231242030249,0.03314334334834058,insula-rh,0.4164966346684717
4204,right,119896,0.04588588985334082,0.03169230687642488,0.032304384744360745,superiortemporal-rh,0.3818439830238775
4205,right,119930,0.029326589559462678,0.03005973431907565,0.030307404310613094,insula-rh,0.4014721712466515
4206,right,119976,0.025450106980427923,0.028848278682201692,0.027381656543345494,insula-rh,0.36546813919804366
4207,right,119983,0.04592357478602973,0.028973416752821956,0.026705725226760093,superiortemporal-rh,0.42240643991419097
4208,right,120066,0.03215669732002737,0.025873633072865204,0.020953945149546307,inferiortemporal-rh,0.39896543500313203
4209,right,120124,0.03801377018819339,0.024655761128688475,0.01772107757766488,inferiortemporal-rh,0.34019960242227926
4210,right,120133,0.032652717189905436,0.023152383720397348,0.017044856535133348,inferiortemporal-rh,0.29578768473789785
4211,right,120165,0.039018612797818535,0.02298981773978414,0.013894618357120829,inferiortemporal-rh,0.32559125905212977
4212,right,120204,0.006368349487815615,0.06338915434825788,0.09718394617824598,superiorfrontal-rh,0.321149210429988
4213,right,120333,0.029313982596505823,0.05789923714544826,0.08556552425610697,rostralmiddlefrontal-rh,1.1153874014167138
