method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
Dipole fitting (grid),-5,5,case_weighted,186,4,0.5756305013063017,0.5656472266320176,1.497225917458108,4.9139175006496245,8.406116239696516,1.9509790823295616,1.9509790823295616,0.15848575620403035,1.9509790823295616,1.7043010752688172,4.9139175006496245,8.406116239696516,165.19237755891996,165.19237755891996,0.2796610169491525,1.0,0.6398305084745762
Dipole fitting (grid),-5,10,case_weighted,186,4,0.5838323664976821,0.5658095231214569,1.4907535426996201,5.01444402480476,9.438073170683454,1.025640993502799,1.025640993502799,0.15900443910563572,1.025640993502799,1.7096774193548387,5.01444402480476,9.438073170683454,157.01949013044512,157.01949013044512,0.3305084745762712,1.0,0.6652542372881356
Dipole fitting (grid),-5,15,case_weighted,186,4,0.576123378496154,0.5639949806734879,1.5097505139751621,6.606415786821342,10.432762869679276,1.6666666423446617,1.6666666423446617,0.15815982139370224,1.6666666423446617,1.7150537634408602,6.606415786821342,10.432762869679276,163.13887433338266,163.13887433338266,0.3050847457627119,1.0,0.652542372881356
Dipole fitting (grid),-5,20,case_weighted,186,4,0.5766508611691132,0.5633865420247387,1.517692040718383,6.624368243242672,10.18419899372691,2.0512819483172873,2.0512819483172873,0.16016931305355414,2.0512819483172873,1.7311827956989247,6.624368243242672,10.18419899372691,157.3584731578838,157.3584731578838,0.3305084745762712,1.0,0.6652542372881356
Dipole fitting (grid),0,-10,case_weighted,186,4,0.5638662890363024,0.5624641480009726,1.5882049723357536,5.723447397671135,9.085771451697905,0.0,0.0,0.10440335276706138,0.0,1.586021505376344,5.723447397671135,9.085771451697905,192.37986313609244,192.37986313609244,0.17796610169491525,1.0,0.5889830508474576
Dipole fitting (grid),0,-5,case_weighted,186,4,0.5635284391918762,0.5633133129268142,1.5573578877678405,5.4964923595245265,9.071833946725926,0.9090909067228203,0.9090909067228203,0.11312714148802933,0.9090909067228203,1.6559139784946237,5.4964923595245265,9.071833946725926,190.56605710297057,190.56605710297057,0.1864406779661017,1.0,0.5932203389830508
Dipole fitting (grid),0,0,case_weighted,186,4,0.5722882815753552,0.5645274625078107,1.5114379280692414,4.4548400889401965,8.7288738866253,0.6896552102447235,0.6896552102447235,0.13955543663220235,0.6896552102447235,1.6397849462365592,4.4548400889401965,8.7288738866253,176.68297420598125,176.68297420598125,0.2457627118644068,1.0,0.6228813559322034
Dipole fitting (grid),0,5,case_weighted,186,4,0.5801923430085433,0.5678778305825652,1.482400206568331,4.345199172730067,8.74405736632581,0.882352955777957,0.882352955777957,0.15058305872686317,0.882352955777957,1.7204301075268817,4.345199172730067,8.74405736632581,166.85123217308262,166.85123217308262,0.288135593220339,1.0,0.6440677966101696
Dipole fitting (grid),0,10,case_weighted,186,4,0.5796235250993974,0.5656031542280774,1.495504447975374,6.566660950515153,10.443494600799315,0.5714285371059172,0.5714285371059172,0.15213628427658263,0.5714285371059172,1.8333333333333333,6.566660950515153,10.443494600799315,164.78318883787904,164.78318883787904,0.2966101694915254,0.9852941176470589,0.6409521435692922
Dipole fitting (grid),0,15,case_weighted,186,4,0.5799831393615001,0.5643884686031769,1.494941050848439,4.96122371768819,8.380531718111671,1.538461466299157,1.538461466299157,0.16541997882335324,1.538461466299157,1.7365591397849462,4.96122371768819,8.380531718111671,157.18898164264053,157.18898164264053,0.3305084745762712,1.0,0.6652542372881356
Dipole fitting (grid),0,20,case_weighted,186,4,0.573671405417066,0.56370766437567,1.5161169376057337,6.715448098212317,10.490964450676866,1.766189989477879,1.766189989477879,0.1484334378208471,1.766189989477879,1.7419354838709677,6.715448098212317,10.490964450676866,169.07422692742665,169.07422692742665,0.2627118644067797,1.0,0.6313559322033898
Dipole fitting (grid),5,-10,case_weighted,186,4,0.5742465505503279,0.5629946557928974,1.5499266380081143,4.490068811278352,8.617698148094881,1.8967853070730547,1.8967853070730547,0.15766936615634802,1.8967853070730547,1.6451612903225807,4.490068811278352,8.617698148094881,163.2090800277066,163.2090800277066,0.288135593220339,1.0,0.6440677966101696
